path,line,registry_kind,declaration
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,800,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockChemicalReactor.setRegistryName(""chemicalReactor""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,802,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPrecisionLaserEngraver.setRegistryName(""precisionlaseretcher""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,803,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockObservatory.setRegistryName(""observatory""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,804,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPlanetAnalyser.setRegistryName(""planetAnalyser""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,805,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockCentrifuge.setRegistryName(""centrifuge""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,806,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSatelliteBuilder.setRegistryName(""satelliteBuilder""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,808,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockBlackHoleGenerator.setRegistryName(""blackholegenerator""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,809,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockMicrowaveReciever.setRegistryName(""microwaveReciever""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,810,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSolarArray.setRegistryName(""solararray""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,812,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockWarpCore.setRegistryName(""warpCore""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,813,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockBeacon.setRegistryName(""beacon""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,814,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockBiomeScanner.setRegistryName(""biomeScanner""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,815,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockRailgun .setRegistryName(""railgun""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,816,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSpaceElevatorController.setRegistryName(""spaceElevatorController""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,819,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockAtmosphereTerraformer.setRegistryName(""terraformer""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,821,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockGravityMachine.setRegistryName(""gravityMachine""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,823,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSpaceLaser.setRegistryName(""spaceLaser""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,825,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockLaunchpad.setRegistryName(""launchpad""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,826,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockLandingPad.setRegistryName(""landingPad""));"
